text,intent,sentiment
Why was $100 deducted without any notice? Thank you for the excellent support!,Billing,Happy
I really enjoy using ZENDS! I am unable to make calls on ZENDIndustrial Sensor plan.,Technical,Happy
This is the worst service ever! Can I upgrade from ZENDBiz Connect 500 to a higher plan?,Product Inquiry,Angry
What is the difference between Postpaid Gold and Platinum? This has gone too far!,Product Inquiry,Angry
My Prepaid Basic connection keeps dropping every few minutes.,Technical,Neutral
What is the difference between Postpaid Gold and Platinum? Keep up the great work!,Product Inquiry,Happy
I cannot login to my ZENDS account since 1 month.,Technical,Neutral
Can I get a bundle offer for mobile and broadband? I will definitely recommend ZENDS!,Product Inquiry,Happy
I am happy with ZENDS! My auto-payment failed for Postpaid Silver plan.,Billing,Happy
Nobody from ZENDS has followed up on my issue. I will definitely recommend ZENDS!,Complaint,Happy
This is outrageous! I want a refund for Postpaid Gold as it is not working.,Refund,Angry
I was charged $30 but my plan is only $30.,Billing,Neutral
I am getting error while setting up Prepaid Basic. I will definitely recommend ZENDS!,Technical,Happy
"Hi, I love ZENDS service! Please clarify the tax charges on my ZENDFiber Home 300Mbps plan.",Billing,Happy
Your service is amazing! It has been 3 days and I still have not received my refund.,Refund,Happy
Can I get a detailed breakdown of my ZENDStorage 10TB charges? I will definitely recommend ZENDS!,Billing,Happy
Could you clarify I am eligible for a refund as per ZENDS policy.,Refund,Neutral
I am facing slow speed on ZENDSmart Lighting plan. I will definitely recommend ZENDS!,Technical,Happy
Can I upgrade from ZENDSmart Parking to a higher plan? Thank you for your assistance.,Product Inquiry,Neutral
I really enjoy using ZENDS! Your SLA was breached for my account ACC18675.,Complaint,Happy
Thank you ZENDS! I am eligible for a refund as per ZENDS policy.,Refund,Happy
This is absolutely unacceptable! My ZENDSmart Lighting connection is unstable since 2 weeks.,Technical,Angry
Please escalate my refund request for ZENDBiz Connect 100. This needs to be fixed immediately!,Refund,Angry
My refund was rejected but I meet all the criteria. Keep up the great work!,Refund,Happy
I am happy with ZENDS! I am unable to make calls on ZENDStorage 1TB plan.,Technical,Happy
I am planning to switch providers due to poor service. Awaiting your response.,Complaint,Neutral
I have a query regarding My refund was rejected but I meet all the criteria.,Refund,Neutral
This is absolutely unacceptable! Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Angry
Your support team was very rude to me. I would appreciate your help.,Complaint,Neutral
Why was $100 deducted without any notice? Very happy with the service!,Billing,Happy
I want to understand My issue with ZENDBiz Connect 500 has not been resolved since 1 month.,Complaint,Neutral
Please provide information about What is the SLA for ZENDSmart Parking enterprise plan?,Product Inquiry,Neutral
ZENDS service has been very disappointing lately. Please guide me on this.,Complaint,Neutral
I have not received my bill for the past 1 week. I expect an urgent response!,Billing,Angry
It has been 2 weeks and I still have not received my refund.,Refund,Neutral
My ZENDSmart Parking connection is unstable since 1 week.,Technical,Neutral
I want to understand My ZENDStorage 1TB eSIM is not activating.,Technical,Neutral
I am getting error while setting up ZENDEnterprise Dedicated.,Technical,Neutral
This is absolutely unacceptable! My enterprise account ACC71348 has wrong billing details.,Billing,Angry
I have a query regarding I am eligible for a refund as per ZENDS policy.,Refund,Neutral
Please clarify the tax charges on my ZENDOffice Net 200 plan. ZENDS never disappoints!,Billing,Happy
My issue with Prepaid Basic has not been resolved since 5 days. This is completely unacceptable!,Complaint,Angry
Why is my bill so high this month for ZENDFiber Home 100Mbps? Very happy with the service!,Billing,Happy
I am getting error while setting up ZENDBiz Connect 500. I demand an immediate resolution!,Technical,Angry
Refund request for account ACC19071 is still pending.,Refund,Neutral
Can I get a detailed breakdown of my ZENDOffice Net 500 charges? Kindly look into this matter.,Billing,Neutral
My issue with ZENDBiz Connect 1G has not been resolved since 5 days.,Complaint,Neutral
I am getting error while setting up ZENDCloud VM Basic. ZENDS never disappoints!,Technical,Happy
It has been 5 days and I still have not received my refund.,Refund,Neutral
Your service is amazing! I was double charged for ZENDSmart Lighting this month.,Billing,Happy
This is absolutely unacceptable! What is included in the Enterprise Dedicated support?,Product Inquiry,Angry
My router for ZENDFleet IoT is not responding. This is completely unacceptable!,Technical,Angry
I am very angry about this! I was charged $80 but my plan is only $80.,Billing,Angry
I need assistance with Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Neutral
Could you clarify Can I add family members to my ZENDCloud VM Enterprise plan?,Product Inquiry,Neutral
What are the available plans in Singapore? Please let me know the details.,Product Inquiry,Neutral
Your service is amazing! Does ZENDS offer any discount for annual payment?,Product Inquiry,Happy
I need assistance with Why was $48 deducted without any notice?,Billing,Neutral
I am extremely frustrated! What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Angry
The ZENDBiz Connect 1G app is crashing on my device.,Technical,Neutral
What are the available plans in USA? Looking forward to more great service!,Product Inquiry,Happy
I am unable to make calls on ZENDStorage 10TB plan.,Technical,Neutral
Your SLA was breached for my account ACC70142. Please respond at your earliest convenience.,Complaint,Neutral
I am very angry about this! I am eligible for a refund as per ZENDS policy.,Refund,Angry
I am very angry about this! ZENDS service has been very disappointing lately.,Complaint,Angry
This is the worst service ever! I am very unhappy with the service quality of ZENDSmart Traffic.,Complaint,Angry
How much does ZENDCloud VM Enterprise cost in India?,Product Inquiry,Neutral
What are the features of ZENDSmart Lighting plan? I will escalate this issue!,Product Inquiry,Angry
I am extremely frustrated! I am unable to make calls on Prepaid Plus plan.,Technical,Angry
I am happy with ZENDS! Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Happy
What IoT solutions does ZENDS offer for smart cities? Looking forward to more great service!,Product Inquiry,Happy
I am very angry about this! I cannot login to my ZENDS account since 1 month.,Technical,Angry
Tell me about ZENDCloud VM plans and pricing. I expect an urgent response!,Product Inquiry,Angry
This is the worst experience I have had with ZENDS. Looking forward to more great service!,Complaint,Happy
My refund was rejected but I meet all the criteria. I expect an urgent response!,Refund,Angry
Thank you ZENDS! Your support team was very rude to me.,Complaint,Happy
I am extremely frustrated! I keep getting transferred between agents with no help.,Complaint,Angry
I need a refund for the unused portion of ZENDSmart Parking.,Refund,Neutral
My enterprise account ACC51245 has wrong billing details. Please provide an update.,Billing,Neutral
Kindly help me with How much does ZENDEnterprise Ultra cost in Singapore?,Product Inquiry,Neutral
This is outrageous! Nobody from ZENDS has followed up on my issue.,Complaint,Angry
I am very unhappy with the service quality of ZENDSmart Parking.,Complaint,Neutral
My ZENDFiber Home 300Mbps connection keeps dropping every few minutes.,Technical,Neutral
I am extremely frustrated! My complaint ticket TKT87236 has been ignored.,Complaint,Angry
Please escalate my refund request for ZENDCloud VM Enterprise. Fix this now or I will switch providers!,Refund,Angry
"I did not use ZENDCloud VM Pro at all, please refund $30. I demand an immediate resolution!",Refund,Angry
What is the data limit for ZENDFiber Home 1Gbps plan?,Product Inquiry,Neutral
I cannot believe this! I want to escalate my complaint regarding ZENDOffice Net 500.,Complaint,Angry
There is an incorrect charge of $48 on my account. ZENDS never disappoints!,Billing,Happy
My bill shows $72 but I should be charged less. This needs to be fixed immediately!,Billing,Angry
I am happy with ZENDS! My router for ZENDFiber Home 100Mbps is not responding.,Technical,Happy
How do I migrate to Postpaid Silver from my current plan? I will definitely recommend ZENDS!,Product Inquiry,Happy
How much does ZENDOffice Net 500 cost in Thailand? Please guide me on this.,Product Inquiry,Neutral
ZENDS service has been very disappointing lately.,Complaint,Neutral
Why is my bill so high this month for ZENDEnterprise Dedicated?,Billing,Neutral
There is an incorrect charge of $200 on my account. Keep up the great work!,Billing,Happy
I am extremely frustrated! My ZENDEnterprise Ultra connection is unstable since 1 week.,Technical,Angry
This is absolutely unacceptable! There is an incorrect charge of $120 on my account.,Billing,Angry
I need a refund for the unused portion of Prepaid Unlimited. Please respond at your earliest convenience.,Refund,Neutral
Does ZENDBiz Connect 500 support international roaming?,Product Inquiry,Neutral
This is ridiculous! Please refund $150 to my account immediately.,Refund,Angry
My refund for ZENDOffice Net 200 has not been processed yet. Keep up the great work!,Refund,Happy
ZENDS has been wonderful! I was promised a resolution in 2 weeks but nothing happened.,Complaint,Happy
I am very angry about this! Why is my refund taking more than 2 weeks?,Refund,Angry
My IoT device ZENDBiz Connect 500 is not sending data. This has gone too far!,Technical,Angry
I cannot login to my ZENDS account since 1 week. Awaiting your response.,Technical,Neutral
How much does ZENDOffice Net 200 cost in USA?,Product Inquiry,Neutral
I really enjoy using ZENDS! Why was $200 deducted without any notice?,Billing,Happy
I am eligible for a refund as per ZENDS policy. Very happy with the service!,Refund,Happy
My router for ZENDOffice Net 1G is not responding. Very happy with the service!,Technical,Happy
Could you clarify I need a refund for the unused portion of ZENDEnterprise Dedicated.,Refund,Neutral
I am happy with ZENDS! Please escalate my refund request for ZENDFiber Home 1Gbps.,Refund,Happy
Can you please help me with I am getting error while setting up ZENDOffice Net 1G.,Technical,Neutral
"Hi, I love ZENDS service! I was charged $200 but my plan is only $200.",Billing,Happy
I am happy with ZENDS! I have not received my bill for the past 5 days.,Billing,Happy
I cannot believe this! Refund request for account ACC82512 is still pending.,Refund,Angry
Your support team was very rude to me.,Complaint,Neutral
I am happy with ZENDS! It has been 5 days and I still have not received my refund.,Refund,Happy
I really enjoy using ZENDS! My complaint ticket TKT81426 has been ignored.,Complaint,Happy
There is an incorrect charge of $60 on my account. Very happy with the service!,Billing,Happy
Your SLA was breached for my account ACC11504. Thank you for your assistance.,Complaint,Neutral
I really enjoy using ZENDS! Does ZENDS offer any discount for annual payment?,Product Inquiry,Happy
What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Neutral
"Hi, I love ZENDS service! I was double charged for ZENDCloud VM Basic this month.",Billing,Happy
Can you explain the charges on my ACC44438 account? Looking forward to more great service!,Billing,Happy
Can you explain the charges on my ACC48469 account? Please let me know the details.,Billing,Neutral
This is absolutely unacceptable! Your SLA was breached for my account ACC21226.,Complaint,Angry
I am extremely frustrated! I have been waiting for 3 days with no resolution.,Complaint,Angry
I am extremely frustrated! My ZENDOffice Net 500 connection keeps dropping every few minutes.,Technical,Angry
I am getting error while setting up ZENDSmart Traffic. Please respond at your earliest convenience.,Technical,Neutral
"Can you please help me with I did not use ZENDFiber Home 100Mbps at all, please refund $80.",Refund,Neutral
My ZENDCloud VM Pro internet is not working since 5 days. ZENDS never disappoints!,Technical,Happy
"I did not use ZENDStorage 10TB at all, please refund $48. I would appreciate your help.",Refund,Neutral
I need a copy of my bill for Postpaid Silver. I am very disappointed with ZENDS!,Billing,Angry
This is absolutely unacceptable! ZENDS service has been very disappointing lately.,Complaint,Angry
When is my next billing date for ZENDEnterprise Ultra? Thank you for the excellent support!,Billing,Happy
Please provide information about I want a refund for ZENDOffice Net 1G as it is not working.,Refund,Neutral
I am very satisfied! When is my next billing date for ZENDArchive Storage?,Billing,Happy
This is the worst service ever! It has been 3 days and I still have not received my refund.,Refund,Angry
This is the worst service ever! My Postpaid Gold connection keeps dropping every few minutes.,Technical,Angry
I am very satisfied! I am planning to switch providers due to poor service.,Complaint,Happy
I am facing slow speed on Prepaid Plus plan. Thank you for your assistance.,Technical,Neutral
I really enjoy using ZENDS! It has been 1 month and I still have not received my refund.,Refund,Happy
This is absolutely unacceptable! What are the features of ZENDBiz Connect 500 plan?,Product Inquiry,Angry
Please clarify the tax charges on my ZENDStorage 1TB plan. This is completely unacceptable!,Billing,Angry
Kindly help me with I am very unhappy with the service quality of Postpaid Platinum.,Complaint,Neutral
"Hi, I love ZENDS service! Cloud service ZENDFiber Home 100Mbps is showing downtime.",Technical,Happy
I want to understand Can I upgrade from ZENDOffice Net 500 to a higher plan?,Product Inquiry,Neutral
I want a refund for ZENDSmart Lighting as it is not working. Please let me know the details.,Refund,Neutral
I am happy with ZENDS! Cloud service Postpaid Silver is showing downtime.,Technical,Happy
I cancelled my ZENDIndustrial Sensor plan but no refund was given. Keep up the great work!,Refund,Happy
Please provide information about My refund was rejected but I meet all the criteria.,Refund,Neutral
What are the available plans in Thailand? I will definitely recommend ZENDS!,Product Inquiry,Happy
My router for ZENDStorage 10TB is not responding. Looking forward to more great service!,Technical,Happy
I am very satisfied! My IoT device ZENDFleet IoT is not sending data.,Technical,Happy
This is the worst service ever! I keep getting transferred between agents with no help.,Complaint,Angry
There is an incorrect charge of $100 on my account.,Billing,Neutral
My ZENDFiber Home 1Gbps connection keeps dropping every few minutes. This is completely unacceptable!,Technical,Angry
Refund request for account ACC75435 is still pending. Truly satisfied customer here!,Refund,Happy
I am extremely frustrated with ZENDS customer support. I am very disappointed with ZENDS!,Complaint,Angry
This is the worst service ever! It has been 1 month and I still have not received my refund.,Refund,Angry
I am very satisfied! I need a refund for the unused portion of ZENDOffice Net 500.,Refund,Happy
I am very angry about this! Your support team was very rude to me.,Complaint,Angry
ZENDS has been wonderful! I need a copy of my bill for ZENDOffice Net 200.,Billing,Happy
My ZENDCloud VM Pro internet is not working since 5 days. This has gone too far!,Technical,Angry
I am very angry about this! Can I add family members to my ZENDBiz Connect 1G plan?,Product Inquiry,Angry
Can you please help me with I did not receive my invoice for ZENDFiber Home 1Gbps this month.,Billing,Neutral
I have not received my bill for the past 1 month. Awaiting your response.,Billing,Neutral
Cloud service ZENDBiz Connect 1G is showing downtime.,Technical,Neutral
I keep getting transferred between agents with no help. This is completely unacceptable!,Complaint,Angry
What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Neutral
What is included in the Enterprise Dedicated support? I am very disappointed with ZENDS!,Product Inquiry,Angry
There is network outage in my area for 5 days. Truly satisfied customer here!,Technical,Happy
This is outrageous! My bill shows $80 but I should be charged less.,Billing,Angry
My ZENDFiber Home 300Mbps connection is unstable since 1 month. Awaiting your response.,Technical,Neutral
Kindly help me with I cancelled my ZENDSmart Lighting plan but no refund was given.,Refund,Neutral
Your support team was very rude to me. Keep up the great work!,Complaint,Happy
ZENDS has been wonderful! Please clarify the tax charges on my Postpaid Gold plan.,Billing,Happy
My IoT device Prepaid Basic is not sending data. Kindly look into this matter.,Technical,Neutral
Please provide information about I have been waiting for 1 week with no resolution.,Complaint,Neutral
Please escalate my refund request for ZENDBiz Connect 100.,Refund,Neutral
"I did not use ZENDCloud VM Enterprise at all, please refund $72.",Refund,Neutral
I want to understand The ZENDStorage 1TB app is crashing on my device.,Technical,Neutral
"Hi, I love ZENDS service! I am planning to switch providers due to poor service.",Complaint,Happy
I need a copy of my bill for ZENDSmart Traffic.,Billing,Neutral
I was charged $48 but my plan is only $48. ZENDS never disappoints!,Billing,Happy
I am very angry about this! What is the data limit for Prepaid Basic plan?,Product Inquiry,Angry
I was charged $80 but my plan is only $80. This is completely unacceptable!,Billing,Angry
"I cancelled ZENDBiz Connect 1G within 7 days, please process my refund. I am very disappointed with ZENDS!",Refund,Angry
"I am fed up with ZENDS! I was charged $60 wrongly, I need a refund.",Refund,Angry
Why was $48 deducted without any notice? Truly satisfied customer here!,Billing,Happy
This is ridiculous! I am unable to make calls on Prepaid Plus plan.,Technical,Angry
"I really enjoy using ZENDS! I cancelled ZENDArchive Storage within 7 days, please process my refund.",Refund,Happy
I cannot login to my ZENDS account since 1 month. I will escalate this issue!,Technical,Angry
Does Postpaid Silver support international roaming? I will definitely recommend ZENDS!,Product Inquiry,Happy
I was double charged for Prepaid Plus this month. Fix this now or I will switch providers!,Billing,Angry
Can you explain the charges on my ACC74686 account?,Billing,Neutral
I keep getting transferred between agents with no help. Please respond at your earliest convenience.,Complaint,Neutral
I am getting error while setting up ZENDSmart Traffic. Please guide me on this.,Technical,Neutral
ZENDS has been wonderful! Cloud service ZENDEnterprise Ultra is showing downtime.,Technical,Happy
My refund was rejected but I meet all the criteria. I will escalate this issue!,Refund,Angry
Please refund $200 to my account immediately. I will definitely recommend ZENDS!,Refund,Happy
I cannot login to my ZENDS account since 1 month.,Technical,Neutral
I keep getting transferred between agents with no help. I will escalate this issue!,Complaint,Angry
This is outrageous! I cannot connect to ZENDBiz Connect 500 service at all.,Technical,Angry
Your service is amazing! I filed a complaint 3 days ago and got no response.,Complaint,Happy
I am extremely frustrated with ZENDS customer support.,Complaint,Neutral
My Postpaid Platinum connection is unstable since 1 month.,Technical,Neutral
"I was charged $72 wrongly, I need a refund. Keep up the great work!",Refund,Happy
This is outrageous! What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Angry
I am happy with ZENDS! How do I migrate to ZENDStorage 10TB from my current plan?,Product Inquiry,Happy
I cannot believe this! I was double charged for ZENDCloud VM Basic this month.,Billing,Angry
How do I migrate to ZENDFleet IoT from my current plan? Please respond at your earliest convenience.,Product Inquiry,Neutral
I have a query regarding Your support team was very rude to me.,Complaint,Neutral
I really enjoy using ZENDS! I am facing slow speed on Prepaid Unlimited plan.,Technical,Happy
I really enjoy using ZENDS! Can you explain the charges on my ACC94012 account?,Billing,Happy
Does ZENDS offer any discount for annual payment? I will definitely recommend ZENDS!,Product Inquiry,Happy
I am extremely frustrated! I am facing slow speed on ZENDSmart Parking plan.,Technical,Angry
There is network outage in my area for 1 month. Fix this now or I will switch providers!,Technical,Angry
Refund request for account ACC92240 is still pending. Keep up the great work!,Refund,Happy
Your support team was very rude to me. I will escalate this issue!,Complaint,Angry
The Prepaid Plus app is crashing on my device. This has gone too far!,Technical,Angry
How much does Postpaid Platinum cost in USA?,Product Inquiry,Neutral
I have been waiting for 5 days with no resolution. Please respond at your earliest convenience.,Complaint,Neutral
My Postpaid Gold data speed is very slow.,Technical,Neutral
There is an incorrect charge of $48 on my account. Awaiting your response.,Billing,Neutral
Please clarify the tax charges on my Postpaid Platinum plan. I expect an urgent response!,Billing,Angry
"I am happy with ZENDS! I did not use ZENDStorage 10TB at all, please refund $200.",Refund,Happy
This is the worst service ever! Tell me about ZENDCloud VM plans and pricing.,Product Inquiry,Angry
When is my next billing date for Postpaid Gold?,Billing,Neutral
Does Postpaid Gold support international roaming? Very happy with the service!,Product Inquiry,Happy
I keep getting transferred between agents with no help. Kindly look into this matter.,Complaint,Neutral
Does ZENDBiz Connect 500 support international roaming? ZENDS never disappoints!,Product Inquiry,Happy
Does ZENDS offer any discount for annual payment? Very happy with the service!,Product Inquiry,Happy
There is network outage in my area for 3 days. Please respond at your earliest convenience.,Technical,Neutral
Can you please help me with Does ZENDCloud VM Pro support international roaming?,Product Inquiry,Neutral
"This is the worst service ever! I cancelled ZENDOffice Net 1G within 7 days, please process my refund.",Refund,Angry
Kindly help me with I am facing slow speed on ZENDArchive Storage plan.,Technical,Neutral
My auto-payment failed for ZENDSmart Parking plan. I would appreciate your help.,Billing,Neutral
This is outrageous! I am getting error while setting up ZENDBiz Connect 100.,Technical,Angry
Tell me about ZENDCloud VM plans and pricing. Truly satisfied customer here!,Product Inquiry,Happy
I cannot believe this! Your support team was very rude to me.,Complaint,Angry
I have not received my bill for the past 2 weeks. I will escalate this issue!,Billing,Angry
I am getting error while setting up ZENDFleet IoT. ZENDS is the best provider!,Technical,Happy
I was charged $48 but my plan is only $48. Looking forward to more great service!,Billing,Happy
I cannot believe this! What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Angry
I cannot login to my ZENDS account since 3 days. Truly satisfied customer here!,Technical,Happy
What are the available plans in Singapore? I will definitely recommend ZENDS!,Product Inquiry,Happy
I did not receive my invoice for ZENDFiber Home 100Mbps this month. I will escalate this issue!,Billing,Angry
Kindly help me with Can you explain the charges on my ACC79514 account?,Billing,Neutral
I am extremely frustrated! Please escalate my refund request for ZENDBiz Connect 500.,Refund,Angry
I am fed up with ZENDS! Can I upgrade from Prepaid Plus to a higher plan?,Product Inquiry,Angry
My ticket TKT46463 regarding refund has no update. ZENDS never disappoints!,Refund,Happy
"Hi, I love ZENDS service! I was charged $48 but my plan is only $48.",Billing,Happy
I have a query regarding Can you explain the charges on my ACC99353 account?,Billing,Neutral
I am very angry about this! I need a copy of my bill for ZENDStorage 10TB.,Billing,Angry
I have a query regarding What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Neutral
"I was charged $60 wrongly, I need a refund. Awaiting your response.",Refund,Neutral
My ZENDFiber Home 1Gbps connection keeps dropping every few minutes. I expect an urgent response!,Technical,Angry
My ZENDFiber Home 100Mbps connection keeps dropping every few minutes. Looking forward to more great service!,Technical,Happy
Could you clarify ZENDS service has been very disappointing lately.,Complaint,Neutral
"I did not use ZENDCloud VM Enterprise at all, please refund $100. Very happy with the service!",Refund,Happy
What is included in the Enterprise Dedicated support? Please let me know the details.,Product Inquiry,Neutral
Great service so far! How do I migrate to ZENDSmart Lighting from my current plan?,Product Inquiry,Happy
I would like to know What is the data limit for ZENDFiber Home 100Mbps plan?,Product Inquiry,Neutral
I really enjoy using ZENDS! My refund for ZENDBiz Connect 1G has not been processed yet.,Refund,Happy
"Hi, I love ZENDS service! I did not use ZENDOffice Net 200 at all, please refund $30.",Refund,Happy
Kindly help me with I was charged $120 but my plan is only $120.,Billing,Neutral
ZENDS service has been very disappointing lately. I will definitely recommend ZENDS!,Complaint,Happy
This is the worst experience I have had with ZENDS. Awaiting your response.,Complaint,Neutral
What is the SLA for Postpaid Gold enterprise plan? Thank you for the excellent support!,Product Inquiry,Happy
What is the SLA for Prepaid Basic enterprise plan? Very happy with the service!,Product Inquiry,Happy
Please refund $150 to my account immediately.,Refund,Neutral
I want to escalate my complaint regarding ZENDEnterprise Ultra. Awaiting your response.,Complaint,Neutral
It has been 2 weeks and I still have not received my refund. ZENDS never disappoints!,Refund,Happy
I want to escalate my complaint regarding ZENDOffice Net 1G. Looking forward to more great service!,Complaint,Happy
Thank you ZENDS! Please clarify the tax charges on my ZENDFiber Home 100Mbps plan.,Billing,Happy
What is the data limit for ZENDSmart Lighting plan?,Product Inquiry,Neutral
I am extremely frustrated! Why was $200 deducted without any notice?,Billing,Angry
I am planning to switch providers due to poor service. I will escalate this issue!,Complaint,Angry
My refund for ZENDFiber Home 1Gbps has not been processed yet. Kindly look into this matter.,Refund,Neutral
This is the worst service ever! My auto-payment failed for ZENDFiber Home 1Gbps plan.,Billing,Angry
ZENDS service has been very disappointing lately. ZENDS never disappoints!,Complaint,Happy
ZENDS has been wonderful! I am getting error while setting up ZENDFiber Home 100Mbps.,Technical,Happy
Your SLA was breached for my account ACC16175. I am very disappointed with ZENDS!,Complaint,Angry
Your SLA was breached for my account ACC94259. I would appreciate your help.,Complaint,Neutral
I really enjoy using ZENDS! I am eligible for a refund as per ZENDS policy.,Refund,Happy
I was charged $80 but my plan is only $80. Keep up the great work!,Billing,Happy
Nobody from ZENDS has followed up on my issue. I expect an urgent response!,Complaint,Angry
Thank you ZENDS! I was promised a resolution in 1 month but nothing happened.,Complaint,Happy
I was double charged for Prepaid Basic this month. This has gone too far!,Billing,Angry
What is the data limit for ZENDBiz Connect 500 plan?,Product Inquiry,Neutral
I cannot believe this! My enterprise account ACC50306 has wrong billing details.,Billing,Angry
I would like to know There is an incorrect charge of $150 on my account.,Billing,Neutral
Why was $150 deducted without any notice? I demand an immediate resolution!,Billing,Angry
Please escalate my refund request for Prepaid Unlimited. This is completely unacceptable!,Refund,Angry
I need assistance with What is the SLA for ZENDBiz Connect 100 enterprise plan?,Product Inquiry,Neutral
Kindly help me with It has been 2 weeks and I still have not received my refund.,Refund,Neutral
Thank you ZENDS! Nobody from ZENDS has followed up on my issue.,Complaint,Happy
Please refund $30 to my account immediately. ZENDS never disappoints!,Refund,Happy
I filed a complaint 3 days ago and got no response. ZENDS never disappoints!,Complaint,Happy
What are the available plans in USA? Keep up the great work!,Product Inquiry,Happy
"I did not use ZENDFiber Home 100Mbps at all, please refund $80. Thank you for the excellent support!",Refund,Happy
Great service so far! I cannot connect to ZENDCloud VM Enterprise service at all.,Technical,Happy
"I cancelled ZENDIndustrial Sensor within 7 days, please process my refund.",Refund,Neutral
Why was $48 deducted without any notice? I will escalate this issue!,Billing,Angry
ZENDS has been wonderful! When is my next billing date for Prepaid Unlimited?,Billing,Happy
I cannot believe this! I cannot login to my ZENDS account since 1 month.,Technical,Angry
I am eligible for a refund as per ZENDS policy. Thank you for the excellent support!,Refund,Happy
I filed a complaint 1 month ago and got no response. I would appreciate your help.,Complaint,Neutral
Please provide information about My ticket TKT46048 regarding refund has no update.,Refund,Neutral
ZENDS has been wonderful! What is the SLA for ZENDBiz Connect 1G enterprise plan?,Product Inquiry,Happy
ZENDS has been wonderful! I want a refund for ZENDStorage 10TB as it is not working.,Refund,Happy
Can I get a detailed breakdown of my Prepaid Basic charges? ZENDS never disappoints!,Billing,Happy
This is the worst service ever! What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Angry
This is outrageous! What IoT solutions does ZENDS offer for smart cities?,Product Inquiry,Angry
What is the difference between Postpaid Gold and Platinum? Keep up the great work!,Product Inquiry,Happy
I am happy with ZENDS! How much does ZENDEnterprise Dedicated cost in Thailand?,Product Inquiry,Happy
This is outrageous! Please refund $150 to my account immediately.,Refund,Angry
"I did not use ZENDIndustrial Sensor at all, please refund $80. I am very disappointed with ZENDS!",Refund,Angry
My ticket TKT87397 regarding refund has no update.,Refund,Neutral
I would like to know What is the data limit for ZENDStorage 10TB plan?,Product Inquiry,Neutral
Why was $48 deducted without any notice? Fix this now or I will switch providers!,Billing,Angry
"Hi, I love ZENDS service! What is included in the Enterprise Dedicated support?",Product Inquiry,Happy
This is the worst service ever! I was double charged for ZENDOffice Net 500 this month.,Billing,Angry
I need assistance with I need a refund for the unused portion of ZENDFleet IoT.,Refund,Neutral
My ZENDFiber Home 300Mbps connection keeps dropping every few minutes. ZENDS never disappoints!,Technical,Happy
"Hi, I love ZENDS service! Can you explain the charges on my ACC83579 account?",Billing,Happy
I want a refund for ZENDIndustrial Sensor as it is not working. Keep up the great work!,Refund,Happy
I am extremely frustrated with ZENDS customer support. This has gone too far!,Complaint,Angry
Great service so far! I am very unhappy with the service quality of ZENDSmart Lighting.,Complaint,Happy
ZENDS has been wonderful! The ZENDEnterprise Dedicated app is crashing on my device.,Technical,Happy
Refund request for account ACC62350 is still pending. I will definitely recommend ZENDS!,Refund,Happy
Can you please help me with My ticket TKT93810 regarding refund has no update.,Refund,Neutral
My refund for Postpaid Platinum has not been processed yet. I demand an immediate resolution!,Refund,Angry
ZENDS has been wonderful! I am planning to switch providers due to poor service.,Complaint,Happy
My complaint ticket TKT65302 has been ignored. I will escalate this issue!,Complaint,Angry
I cannot believe this! How do I migrate to ZENDCloud VM Basic from my current plan?,Product Inquiry,Angry
Does ZENDSmart Parking support international roaming? ZENDS is the best provider!,Product Inquiry,Happy
I cannot believe this! What is the difference between Postpaid Gold and Platinum?,Product Inquiry,Angry
Please escalate my refund request for ZENDArchive Storage. Kindly look into this matter.,Refund,Neutral
The ZENDEnterprise Ultra app is crashing on my device.,Technical,Neutral
ZENDS has been wonderful! My issue with ZENDIndustrial Sensor has not been resolved since 1 month.,Complaint,Happy
Could you clarify How do I migrate to Prepaid Plus from my current plan?,Product Inquiry,Neutral
This is absolutely unacceptable! I cannot login to my ZENDS account since 5 days.,Technical,Angry
I need assistance with What are the available plans in Singapore?,Product Inquiry,Neutral
This is ridiculous! How do I migrate to ZENDSmart Lighting from my current plan?,Product Inquiry,Angry
Could you clarify I am getting error while setting up ZENDIndustrial Sensor.,Technical,Neutral
I did not receive my invoice for Postpaid Silver this month. I expect an urgent response!,Billing,Angry
Could you clarify I am eligible for a refund as per ZENDS policy.,Refund,Neutral
Cloud service ZENDOffice Net 200 is showing downtime. Please guide me on this.,Technical,Neutral
This is the worst experience I have had with ZENDS. Thank you for the excellent support!,Complaint,Happy
What is included in the Enterprise Dedicated support? ZENDS is the best provider!,Product Inquiry,Happy
"Hi, I love ZENDS service! I want to escalate my complaint regarding ZENDSmart Traffic.",Complaint,Happy
I am fed up with ZENDS! I filed a complaint 1 week ago and got no response.,Complaint,Angry
My ZENDSmart Traffic connection is unstable since 2 weeks. I am very disappointed with ZENDS!,Technical,Angry
"I really enjoy using ZENDS! I was charged $48 wrongly, I need a refund.",Refund,Happy
